"","year","state","CVE_GEO","deaths"
"1",1970,"Aguascalientes",1,3488
"2",1970,"Baja California",2,7339
"3",1970,"Baja California Sur",3,1498
"4",1970,"Campeche",4,2815
"5",1970,"Chiapas",7,20315
"6",1970,"Chihuahua",8,15367
"7",1970,"Coahuila",5,11182
"8",1970,"Colima",6,2497
"9",1970,"Durango",10,10138
"10",1970,"Guanajuato",11,25197
"11",1970,"Guerrero",12,18810
"12",1970,"Hidalgo",13,14293
"13",1970,"Jalisco",14,34473
"14",1970,"Mexico City",9,60217
"15",1970,"Michoacan",16,27709
"16",1970,"Morelos",17,6737
"17",1970,"National",0,524901
"18",1970,"Nayarit",18,6074
"19",1970,"Nuevo Leon",19,16017
"20",1970,"Oaxaca",20,26823
"21",1970,"Puebla",21,30691
"22",1970,"Queretaro",22,5591
"23",1970,"Quintana Roo",23,924
"24",1970,"San Luis Potosi",24,15137
"25",1970,"Sinaloa",25,14129
"26",1970,"Sonora",26,10665
"27",1970,"State of Mexico",15,38560
"28",1970,"Tabasco",27,8582
"29",1970,"Tamaulipas",28,15317
"30",1970,"Tlaxcala",29,5376
"31",1970,"Veracruz",30,48150
"32",1970,"Yucatan",31,9688
"33",1970,"Zacatecas",32,11102
"34",1971,"Aguascalientes",1,3283
"35",1971,"Baja California",2,6971
"36",1971,"Baja California Sur",3,1384
"37",1971,"Campeche",4,2721
"38",1971,"Chiapas",7,18479
"39",1971,"Chihuahua",8,14462
"40",1971,"Coahuila",5,10456
"41",1971,"Colima",6,2416
"42",1971,"Durango",10,9441
"43",1971,"Guanajuato",11,23674
"44",1971,"Guerrero",12,17828
"45",1971,"Hidalgo",13,13669
"46",1971,"Jalisco",14,32306
"47",1971,"Mexico City",9,54694
"48",1971,"Michoacan",16,25880
"49",1971,"Morelos",17,6573
"50",1971,"National",0,492387
"51",1971,"Nayarit",18,5774
"52",1971,"Nuevo Leon",19,15021
"53",1971,"Oaxaca",20,25274
"54",1971,"Puebla",21,29162
"55",1971,"Queretaro",22,5306
"56",1971,"Quintana Roo",23,940
"57",1971,"San Luis Potosi",24,14633
"58",1971,"Sinaloa",25,13176
"59",1971,"Sonora",26,10010
"60",1971,"State of Mexico",15,36000
"61",1971,"Tabasco",27,7870
"62",1971,"Tamaulipas",28,14480
"63",1971,"Tlaxcala",29,4977
"64",1971,"Veracruz",30,45815
"65",1971,"Yucatan",31,9372
"66",1971,"Zacatecas",32,10340
"67",1972,"Aguascalientes",1,3306
"68",1972,"Baja California",2,7033
"69",1972,"Baja California Sur",3,1394
"70",1972,"Campeche",4,2812
"71",1972,"Chiapas",7,18271
"72",1972,"Chihuahua",8,14474
"73",1972,"Coahuila",5,10391
"74",1972,"Colima",6,2478
"75",1972,"Durango",10,9445
"76",1972,"Guanajuato",11,23870
"77",1972,"Guerrero",12,18238
"78",1972,"Hidalgo",13,13945
"79",1972,"Jalisco",14,32263
"80",1972,"Mexico City",9,52784
"81",1972,"Michoacan",16,25918
"82",1972,"Morelos",17,6778
"83",1972,"National",0,494337
"84",1972,"Nayarit",18,5859
"85",1972,"Nuevo Leon",19,14961
"86",1972,"Oaxaca",20,25778
"87",1972,"Puebla",21,29561
"88",1972,"Queretaro",22,5390
"89",1972,"Quintana Roo",23,1004
"90",1972,"San Luis Potosi",24,15118
"91",1972,"Sinaloa",25,13191
"92",1972,"Sonora",26,10018
"93",1972,"State of Mexico",15,36346
"94",1972,"Tabasco",27,7861
"95",1972,"Tamaulipas",28,14569
"96",1972,"Tlaxcala",29,4937
"97",1972,"Veracruz",30,46360
"98",1972,"Yucatan",31,9608
"99",1972,"Zacatecas",32,10376
"100",1973,"Aguascalientes",1,3330
"101",1973,"Baja California",2,7093
"102",1973,"Baja California Sur",3,1403
"103",1973,"Campeche",4,2897
"104",1973,"Chiapas",7,18041
"105",1973,"Chihuahua",8,14449
"106",1973,"Coahuila",5,10348
"107",1973,"Colima",6,2521
"108",1973,"Durango",10,9437
"109",1973,"Guanajuato",11,24000
"110",1973,"Guerrero",12,18572
"111",1973,"Hidalgo",13,14108
"112",1973,"Jalisco",14,32163
"113",1973,"Mexico City",9,51494
"114",1973,"Michoacan",16,25839
"115",1973,"Morelos",17,6945
"116",1973,"National",0,495686
"117",1973,"Nayarit",18,5904
"118",1973,"Nuevo Leon",19,14942
"119",1973,"Oaxaca",20,26085
"120",1973,"Puebla",21,29767
"121",1973,"Queretaro",22,5454
"122",1973,"Quintana Roo",23,1076
"123",1973,"San Luis Potosi",24,15532
"124",1973,"Sinaloa",25,13219
"125",1973,"Sonora",26,10021
"126",1973,"State of Mexico",15,36928
"127",1973,"Tabasco",27,7865
"128",1973,"Tamaulipas",28,14653
"129",1973,"Tlaxcala",29,4889
"130",1973,"Veracruz",30,46559
"131",1973,"Yucatan",31,9795
"132",1973,"Zacatecas",32,10357
"133",1974,"Aguascalientes",1,3281
"134",1974,"Baja California",2,6988
"135",1974,"Baja California Sur",3,1387
"136",1974,"Campeche",4,2879
"137",1974,"Chiapas",7,17171
"138",1974,"Chihuahua",8,14080
"139",1974,"Coahuila",5,10087
"140",1974,"Colima",6,2500
"141",1974,"Durango",10,9173
"142",1974,"Guanajuato",11,23461
"143",1974,"Guerrero",12,18318
"144",1974,"Hidalgo",13,13839
"145",1974,"Jalisco",14,31342
"146",1974,"Mexico City",9,49883
"147",1974,"Michoacan",16,25082
"148",1974,"Morelos",17,6983
"149",1974,"National",0,484999
"150",1974,"Nayarit",18,5778
"151",1974,"Nuevo Leon",19,14704
"152",1974,"Oaxaca",20,25463
"153",1974,"Puebla",21,29134
"154",1974,"Queretaro",22,5344
"155",1974,"Quintana Roo",23,1103
"156",1974,"San Luis Potosi",24,15349
"157",1974,"Sinaloa",25,12952
"158",1974,"Sonora",26,9826
"159",1974,"State of Mexico",15,36747
"160",1974,"Tabasco",27,7635
"161",1974,"Tamaulipas",28,14385
"162",1974,"Tlaxcala",29,4760
"163",1974,"Veracruz",30,45630
"164",1974,"Yucatan",31,9715
"165",1974,"Zacatecas",32,10020
"166",1975,"Aguascalientes",1,3270
"167",1975,"Baja California",2,6977
"168",1975,"Baja California Sur",3,1401
"169",1975,"Campeche",4,2904
"170",1975,"Chiapas",7,16645
"171",1975,"Chihuahua",8,13899
"172",1975,"Coahuila",5,10019
"173",1975,"Colima",6,2490
"174",1975,"Durango",10,9034
"175",1975,"Guanajuato",11,23251
"176",1975,"Guerrero",12,18357
"177",1975,"Hidalgo",13,13819
"178",1975,"Jalisco",14,31022
"179",1975,"Mexico City",9,49416
"180",1975,"Michoacan",16,24876
"181",1975,"Morelos",17,7031
"182",1975,"National",0,482874
"183",1975,"Nayarit",18,5721
"184",1975,"Nuevo Leon",19,14696
"185",1975,"Oaxaca",20,25313
"186",1975,"Puebla",21,29094
"187",1975,"Queretaro",22,5312
"188",1975,"Quintana Roo",23,1136
"189",1975,"San Luis Potosi",24,15234
"190",1975,"Sinaloa",25,12915
"191",1975,"Sonora",26,9774
"192",1975,"State of Mexico",15,37396
"193",1975,"Tabasco",27,7552
"194",1975,"Tamaulipas",28,14301
"195",1975,"Tlaxcala",29,4695
"196",1975,"Veracruz",30,45750
"197",1975,"Yucatan",31,9744
"198",1975,"Zacatecas",32,9830
"199",1976,"Aguascalientes",1,3294
"200",1976,"Baja California",2,7025
"201",1976,"Baja California Sur",3,1409
"202",1976,"Campeche",4,2929
"203",1976,"Chiapas",7,16324
"204",1976,"Chihuahua",8,13808
"205",1976,"Coahuila",5,10026
"206",1976,"Colima",6,2476
"207",1976,"Durango",10,8975
"208",1976,"Guanajuato",11,23213
"209",1976,"Guerrero",12,18589
"210",1976,"Hidalgo",13,13821
"211",1976,"Jalisco",14,30946
"212",1976,"Mexico City",9,49531
"213",1976,"Michoacan",16,24737
"214",1976,"Morelos",17,7093
"215",1976,"National",0,483874
"216",1976,"Nayarit",18,5698
"217",1976,"Nuevo Leon",19,14825
"218",1976,"Oaxaca",20,25170
"219",1976,"Puebla",21,29162
"220",1976,"Queretaro",22,5308
"221",1976,"Quintana Roo",23,1178
"222",1976,"San Luis Potosi",24,15112
"223",1976,"Sinaloa",25,13016
"224",1976,"Sonora",26,9805
"225",1976,"State of Mexico",15,38554
"226",1976,"Tabasco",27,7557
"227",1976,"Tamaulipas",28,14302
"228",1976,"Tlaxcala",29,4670
"229",1976,"Veracruz",30,45786
"230",1976,"Yucatan",31,9821
"231",1976,"Zacatecas",32,9714
"232",1977,"Aguascalientes",1,3277
"233",1977,"Baja California",2,7013
"234",1977,"Baja California Sur",3,1405
"235",1977,"Campeche",4,2931
"236",1977,"Chiapas",7,15816
"237",1977,"Chihuahua",8,13598
"238",1977,"Coahuila",5,9941
"239",1977,"Colima",6,2444
"240",1977,"Durango",10,8800
"241",1977,"Guanajuato",11,22900
"242",1977,"Guerrero",12,18485
"243",1977,"Hidalgo",13,13589
"244",1977,"Jalisco",14,30558
"245",1977,"Mexico City",9,49519
"246",1977,"Michoacan",16,24220
"247",1977,"Morelos",17,7032
"248",1977,"National",0,479017
"249",1977,"Nayarit",18,5592
"250",1977,"Nuevo Leon",19,14840
"251",1977,"Oaxaca",20,24540
"252",1977,"Puebla",21,28722
"253",1977,"Queretaro",22,5244
"254",1977,"Quintana Roo",23,1205
"255",1977,"San Luis Potosi",24,14719
"256",1977,"Sinaloa",25,12971
"257",1977,"Sonora",26,9738
"258",1977,"State of Mexico",15,39435
"259",1977,"Tabasco",27,7485
"260",1977,"Tamaulipas",28,14139
"261",1977,"Tlaxcala",29,4602
"262",1977,"Veracruz",30,45019
"263",1977,"Yucatan",31,9764
"264",1977,"Zacatecas",32,9474
"265",1978,"Aguascalientes",1,3229
"266",1978,"Baja California",2,6941
"267",1978,"Baja California Sur",3,1386
"268",1978,"Campeche",4,2882
"269",1978,"Chiapas",7,15219
"270",1978,"Chihuahua",8,13286
"271",1978,"Coahuila",5,9807
"272",1978,"Colima",6,2380
"273",1978,"Durango",10,8553
"274",1978,"Guanajuato",11,22400
"275",1978,"Guerrero",12,18131
"276",1978,"Hidalgo",13,13207
"277",1978,"Jalisco",14,29942
"278",1978,"Mexico City",9,49365
"279",1978,"Michoacan",16,23443
"280",1978,"Morelos",17,6895
"281",1978,"National",0,470092
"282",1978,"Nayarit",18,5447
"283",1978,"Nuevo Leon",19,14753
"284",1978,"Oaxaca",20,23623
"285",1978,"Puebla",21,27972
"286",1978,"Queretaro",22,5134
"287",1978,"Quintana Roo",23,1216
"288",1978,"San Luis Potosi",24,14194
"289",1978,"Sinaloa",25,12827
"290",1978,"Sonora",26,9607
"291",1978,"State of Mexico",15,40054
"292",1978,"Tabasco",27,7341
"293",1978,"Tamaulipas",28,13872
"294",1978,"Tlaxcala",29,4512
"295",1978,"Veracruz",30,43723
"296",1978,"Yucatan",31,9619
"297",1978,"Zacatecas",32,9132
"298",1979,"Aguascalientes",1,3241
"299",1979,"Baja California",2,6969
"300",1979,"Baja California Sur",3,1380
"301",1979,"Campeche",4,2888
"302",1979,"Chiapas",7,15022
"303",1979,"Chihuahua",8,13163
"304",1979,"Coahuila",5,9800
"305",1979,"Colima",6,2341
"306",1979,"Durango",10,8446
"307",1979,"Guanajuato",11,22215
"308",1979,"Guerrero",12,18032
"309",1979,"Hidalgo",13,13025
"310",1979,"Jalisco",14,29769
"311",1979,"Mexico City",9,49793
"312",1979,"Michoacan",16,23013
"313",1979,"Morelos",17,6834
"314",1979,"National",0,468053
"315",1979,"Nayarit",18,5389
"316",1979,"Nuevo Leon",19,14826
"317",1979,"Oaxaca",20,23080
"318",1979,"Puebla",21,27631
"319",1979,"Queretaro",22,5126
"320",1979,"Quintana Roo",23,1242
"321",1979,"San Luis Potosi",24,13855
"322",1979,"Sinaloa",25,12874
"323",1979,"Sonora",26,9584
"324",1979,"State of Mexico",15,41314
"325",1979,"Tabasco",27,7326
"326",1979,"Tamaulipas",28,13791
"327",1979,"Tlaxcala",29,4472
"328",1979,"Veracruz",30,43050
"329",1979,"Yucatan",31,9602
"330",1979,"Zacatecas",32,8960
"331",1980,"Aguascalientes",1,3292
"332",1980,"Baja California",2,7044
"333",1980,"Baja California Sur",3,1393
"334",1980,"Campeche",4,2927
"335",1980,"Chiapas",7,15137
"336",1980,"Chihuahua",8,13129
"337",1980,"Coahuila",5,9879
"338",1980,"Colima",6,2325
"339",1980,"Durango",10,8403
"340",1980,"Guanajuato",11,22243
"341",1980,"Guerrero",12,18043
"342",1980,"Hidalgo",13,12933
"343",1980,"Jalisco",14,29781
"344",1980,"Mexico City",9,50287
"345",1980,"Michoacan",16,22793
"346",1980,"Morelos",17,6810
"347",1980,"National",0,469223
"348",1980,"Nayarit",18,5355
"349",1980,"Nuevo Leon",19,14988
"350",1980,"Oaxaca",20,22782
"351",1980,"Puebla",21,27509
"352",1980,"Queretaro",22,5150
"353",1980,"Quintana Roo",23,1302
"354",1980,"San Luis Potosi",24,13660
"355",1980,"Sinaloa",25,12960
"356",1980,"Sonora",26,9642
"357",1980,"State of Mexico",15,42656
"358",1980,"Tabasco",27,7401
"359",1980,"Tamaulipas",28,13778
"360",1980,"Tlaxcala",29,4484
"361",1980,"Veracruz",30,42637
"362",1980,"Yucatan",31,9613
"363",1980,"Zacatecas",32,8887
"364",1981,"Aguascalientes",1,3256
"365",1981,"Baja California",2,7016
"366",1981,"Baja California Sur",3,1385
"367",1981,"Campeche",4,2876
"368",1981,"Chiapas",7,15017
"369",1981,"Chihuahua",8,12882
"370",1981,"Coahuila",5,9797
"371",1981,"Colima",6,2271
"372",1981,"Durango",10,8184
"373",1981,"Guanajuato",11,21879
"374",1981,"Guerrero",12,17570
"375",1981,"Hidalgo",13,12583
"376",1981,"Jalisco",14,29254
"377",1981,"Mexico City",9,49462
"378",1981,"Michoacan",16,22215
"379",1981,"Morelos",17,6633
"380",1981,"National",0,460206
"381",1981,"Nayarit",18,5214
"382",1981,"Nuevo Leon",19,14855
"383",1981,"Oaxaca",20,22132
"384",1981,"Puebla",21,26837
"385",1981,"Queretaro",22,5091
"386",1981,"Quintana Roo",23,1337
"387",1981,"San Luis Potosi",24,13210
"388",1981,"Sinaloa",25,12720
"389",1981,"Sonora",26,9478
"390",1981,"State of Mexico",15,42581
"391",1981,"Tabasco",27,7314
"392",1981,"Tamaulipas",28,13491
"393",1981,"Tlaxcala",29,4432
"394",1981,"Veracruz",30,41205
"395",1981,"Yucatan",31,9406
"396",1981,"Zacatecas",32,8623
"397",1982,"Aguascalientes",1,3234
"398",1982,"Baja California",2,6984
"399",1982,"Baja California Sur",3,1374
"400",1982,"Campeche",4,2831
"401",1982,"Chiapas",7,14998
"402",1982,"Chihuahua",8,12648
"403",1982,"Coahuila",5,9702
"404",1982,"Colima",6,2222
"405",1982,"Durango",10,7977
"406",1982,"Guanajuato",11,21545
"407",1982,"Guerrero",12,17020
"408",1982,"Hidalgo",13,12249
"409",1982,"Jalisco",14,28674
"410",1982,"Mexico City",9,48342
"411",1982,"Michoacan",16,21653
"412",1982,"Morelos",17,6495
"413",1982,"National",0,450682
"414",1982,"Nayarit",18,5087
"415",1982,"Nuevo Leon",19,14697
"416",1982,"Oaxaca",20,21582
"417",1982,"Puebla",21,26167
"418",1982,"Queretaro",22,5024
"419",1982,"Quintana Roo",23,1380
"420",1982,"San Luis Potosi",24,12832
"421",1982,"Sinaloa",25,12397
"422",1982,"Sonora",26,9299
"423",1982,"State of Mexico",15,42079
"424",1982,"Tabasco",27,7202
"425",1982,"Tamaulipas",28,13200
"426",1982,"Tlaxcala",29,4368
"427",1982,"Veracruz",30,39871
"428",1982,"Yucatan",31,9176
"429",1982,"Zacatecas",32,8373
"430",1983,"Aguascalientes",1,3234
"431",1983,"Baja California",2,7023
"432",1983,"Baja California Sur",3,1373
"433",1983,"Campeche",4,2813
"434",1983,"Chiapas",7,15185
"435",1983,"Chihuahua",8,12561
"436",1983,"Coahuila",5,9700
"437",1983,"Colima",6,2204
"438",1983,"Durango",10,7849
"439",1983,"Guanajuato",11,21415
"440",1983,"Guerrero",12,16660
"441",1983,"Hidalgo",13,12073
"442",1983,"Jalisco",14,28420
"443",1983,"Mexico City",9,47482
"444",1983,"Michoacan",16,21380
"445",1983,"Morelos",17,6454
"446",1983,"National",0,445888
"447",1983,"Nayarit",18,5010
"448",1983,"Nuevo Leon",19,14614
"449",1983,"Oaxaca",20,21335
"450",1983,"Puebla",21,25831
"451",1983,"Queretaro",22,5012
"452",1983,"Quintana Roo",23,1421
"453",1983,"San Luis Potosi",24,12672
"454",1983,"Sinaloa",25,12147
"455",1983,"Sonora",26,9193
"456",1983,"State of Mexico",15,41761
"457",1983,"Tabasco",27,7141
"458",1983,"Tamaulipas",28,13054
"459",1983,"Tlaxcala",29,4346
"460",1983,"Veracruz",30,39262
"461",1983,"Yucatan",31,9050
"462",1983,"Zacatecas",32,8213
"463",1984,"Aguascalientes",1,3236
"464",1984,"Baja California",2,7092
"465",1984,"Baja California Sur",3,1370
"466",1984,"Campeche",4,2796
"467",1984,"Chiapas",7,15331
"468",1984,"Chihuahua",8,12490
"469",1984,"Coahuila",5,9702
"470",1984,"Colima",6,2179
"471",1984,"Durango",10,7741
"472",1984,"Guanajuato",11,21260
"473",1984,"Guerrero",12,16243
"474",1984,"Hidalgo",13,11868
"475",1984,"Jalisco",14,28158
"476",1984,"Mexico City",9,46495
"477",1984,"Michoacan",16,21067
"478",1984,"Morelos",17,6420
"479",1984,"National",0,440711
"480",1984,"Nayarit",18,4942
"481",1984,"Nuevo Leon",19,14528
"482",1984,"Oaxaca",20,21073
"483",1984,"Puebla",21,25460
"484",1984,"Queretaro",22,5000
"485",1984,"Quintana Roo",23,1474
"486",1984,"San Luis Potosi",24,12558
"487",1984,"Sinaloa",25,11867
"488",1984,"Sonora",26,9096
"489",1984,"State of Mexico",15,41228
"490",1984,"Tabasco",27,7029
"491",1984,"Tamaulipas",28,12931
"492",1984,"Tlaxcala",29,4316
"493",1984,"Veracruz",30,38796
"494",1984,"Yucatan",31,8915
"495",1984,"Zacatecas",32,8050
"496",1985,"Aguascalientes",1,3313
"497",1985,"Baja California",2,7313
"498",1985,"Baja California Sur",3,1395
"499",1985,"Campeche",4,2835
"500",1985,"Chiapas",7,15838
"501",1985,"Chihuahua",8,12686
"502",1985,"Coahuila",5,9891
"503",1985,"Colima",6,2221
"504",1985,"Durango",10,7784
"505",1985,"Guanajuato",11,21560
"506",1985,"Guerrero",12,16183
"507",1985,"Hidalgo",13,11918
"508",1985,"Jalisco",14,28519
"509",1985,"Mexico City",9,46418
"510",1985,"Michoacan",16,21240
"511",1985,"Morelos",17,6547
"512",1985,"National",0,445001
"513",1985,"Nayarit",18,5001
"514",1985,"Nuevo Leon",19,14739
"515",1985,"Oaxaca",20,21271
"516",1985,"Puebla",21,25620
"517",1985,"Queretaro",22,5102
"518",1985,"Quintana Roo",23,1565
"519",1985,"San Luis Potosi",24,12738
"520",1985,"Sinaloa",25,11841
"521",1985,"Sonora",26,9188
"522",1985,"State of Mexico",15,41541
"523",1985,"Tabasco",27,7060
"524",1985,"Tamaulipas",28,13051
"525",1985,"Tlaxcala",29,4364
"526",1985,"Veracruz",30,39229
"527",1985,"Yucatan",31,8977
"528",1985,"Zacatecas",32,8053
"529",1986,"Aguascalientes",1,3288
"530",1986,"Baja California",2,7316
"531",1986,"Baja California Sur",3,1384
"532",1986,"Campeche",4,2785
"533",1986,"Chiapas",7,15704
"534",1986,"Chihuahua",8,12522
"535",1986,"Coahuila",5,9784
"536",1986,"Colima",6,2195
"537",1986,"Durango",10,7581
"538",1986,"Guanajuato",11,21167
"539",1986,"Guerrero",12,15590
"540",1986,"Hidalgo",13,11573
"541",1986,"Jalisco",14,28058
"542",1986,"Mexico City",9,45168
"543",1986,"Michoacan",16,20757
"544",1986,"Morelos",17,6483
"545",1986,"National",0,435585
"546",1986,"Nayarit",18,4885
"547",1986,"Nuevo Leon",19,14572
"548",1986,"Oaxaca",20,20721
"549",1986,"Puebla",21,24933
"550",1986,"Queretaro",22,5032
"551",1986,"Quintana Roo",23,1587
"552",1986,"San Luis Potosi",24,12497
"553",1986,"Sinaloa",25,11470
"554",1986,"Sonora",26,9024
"555",1986,"State of Mexico",15,40616
"556",1986,"Tabasco",27,6861
"557",1986,"Tamaulipas",28,12802
"558",1986,"Tlaxcala",29,4271
"559",1986,"Veracruz",30,38360
"560",1986,"Yucatan",31,8773
"561",1986,"Zacatecas",32,7826
"562",1987,"Aguascalientes",1,3347
"563",1987,"Baja California",2,7470
"564",1987,"Baja California Sur",3,1409
"565",1987,"Campeche",4,2804
"566",1987,"Chiapas",7,15924
"567",1987,"Chihuahua",8,12603
"568",1987,"Coahuila",5,9883
"569",1987,"Colima",6,2215
"570",1987,"Durango",10,7539
"571",1987,"Guanajuato",11,21280
"572",1987,"Guerrero",12,15400
"573",1987,"Hidalgo",13,11489
"574",1987,"Jalisco",14,28245
"575",1987,"Mexico City",9,44967
"576",1987,"Michoacan",16,20765
"577",1987,"Morelos",17,6543
"578",1987,"National",0,436227
"579",1987,"Nayarit",18,4891
"580",1987,"Nuevo Leon",19,14749
"581",1987,"Oaxaca",20,20626
"582",1987,"Puebla",21,24824
"583",1987,"Queretaro",22,5087
"584",1987,"Quintana Roo",23,1653
"585",1987,"San Luis Potosi",24,12525
"586",1987,"Sinaloa",25,11390
"587",1987,"Sonora",26,9080
"588",1987,"State of Mexico",15,40767
"589",1987,"Tabasco",27,6849
"590",1987,"Tamaulipas",28,12806
"591",1987,"Tlaxcala",29,4285
"592",1987,"Veracruz",30,38246
"593",1987,"Yucatan",31,8779
"594",1987,"Zacatecas",32,7787
"595",1988,"Aguascalientes",1,3449
"596",1988,"Baja California",2,7725
"597",1988,"Baja California Sur",3,1467
"598",1988,"Campeche",4,2864
"599",1988,"Chiapas",7,16437
"600",1988,"Chihuahua",8,12862
"601",1988,"Coahuila",5,10128
"602",1988,"Colima",6,2290
"603",1988,"Durango",10,7615
"604",1988,"Guanajuato",11,21735
"605",1988,"Guerrero",12,15483
"606",1988,"Hidalgo",13,11556
"607",1988,"Jalisco",14,28878
"608",1988,"Mexico City",9,45466
"609",1988,"Michoacan",16,21047
"610",1988,"Morelos",17,6708
"611",1988,"National",0,443546
"612",1988,"Nayarit",18,4963
"613",1988,"Nuevo Leon",19,15216
"614",1988,"Oaxaca",20,20795
"615",1988,"Puebla",21,25036
"616",1988,"Queretaro",22,5226
"617",1988,"Quintana Roo",23,1740
"618",1988,"San Luis Potosi",24,12683
"619",1988,"Sinaloa",25,11560
"620",1988,"Sonora",26,9288
"621",1988,"State of Mexico",15,41797
"622",1988,"Tabasco",27,6992
"623",1988,"Tamaulipas",28,12975
"624",1988,"Tlaxcala",29,4375
"625",1988,"Veracruz",30,38403
"626",1988,"Yucatan",31,8910
"627",1988,"Zacatecas",32,7877
"628",1989,"Aguascalientes",1,3551
"629",1989,"Baja California",2,7951
"630",1989,"Baja California Sur",3,1515
"631",1989,"Campeche",4,2896
"632",1989,"Chiapas",7,16596
"633",1989,"Chihuahua",8,13081
"634",1989,"Coahuila",5,10332
"635",1989,"Colima",6,2335
"636",1989,"Durango",10,7654
"637",1989,"Guanajuato",11,22139
"638",1989,"Guerrero",12,15514
"639",1989,"Hidalgo",13,11544
"640",1989,"Jalisco",14,29482
"641",1989,"Mexico City",9,46150
"642",1989,"Michoacan",16,21293
"643",1989,"Morelos",17,6823
"644",1989,"National",0,449245
"645",1989,"Nayarit",18,5018
"646",1989,"Nuevo Leon",19,15710
"647",1989,"Oaxaca",20,20756
"648",1989,"Puebla",21,25086
"649",1989,"Queretaro",22,5320
"650",1989,"Quintana Roo",23,1824
"651",1989,"San Luis Potosi",24,12709
"652",1989,"Sinaloa",25,11720
"653",1989,"Sonora",26,9508
"654",1989,"State of Mexico",15,42763
"655",1989,"Tabasco",27,7113
"656",1989,"Tamaulipas",28,13103
"657",1989,"Tlaxcala",29,4439
"658",1989,"Veracruz",30,38309
"659",1989,"Yucatan",31,9053
"660",1989,"Zacatecas",32,7958
"661",1990,"Aguascalientes",1,3563
"662",1990,"Baja California",2,8050
"663",1990,"Baja California Sur",3,1531
"664",1990,"Campeche",4,2891
"665",1990,"Chiapas",7,16468
"666",1990,"Chihuahua",8,13043
"667",1990,"Coahuila",5,10295
"668",1990,"Colima",6,2345
"669",1990,"Durango",10,7522
"670",1990,"Guanajuato",11,21977
"671",1990,"Guerrero",12,15291
"672",1990,"Hidalgo",13,11334
"673",1990,"Jalisco",14,29524
"674",1990,"Mexico City",9,46054
"675",1990,"Michoacan",16,21054
"676",1990,"Morelos",17,6831
"677",1990,"National",0,446498
"678",1990,"Nayarit",18,4962
"679",1990,"Nuevo Leon",19,15903
"680",1990,"Oaxaca",20,20261
"681",1990,"Puebla",21,24673
"682",1990,"Queretaro",22,5324
"683",1990,"Quintana Roo",23,1887
"684",1990,"San Luis Potosi",24,12474
"685",1990,"Sinaloa",25,11701
"686",1990,"Sonora",26,9554
"687",1990,"State of Mexico",15,43214
